회사이름,회사코드,주식가격,가격변동,시가총액,per,업종1,업종2,신용도1,신용도2,신용도3,매출2016,매출2017,매출2018,매출2019,매출2020,4년전대비,3년전대비,2년전대비,1년전대비,자산2016,자산2017,자산2018,자산2019,자산2020,부채2016,부채2017,부채2018,부채2019,부채2020,자본2016,자본2017,자본2018,자본2019,자본2020,유보율16,유보율17,유보율18,유보율19,유보율20,매출-4,매출-3,매출-2,매출-1,매출-0,4분기전대비,3분기전대비,2분기전대비,1분기전대비,자산-4,자산-3,자산-2,자산-1,자산-0,부채-4,부채-3,부채-2,부채-1,부채-0,유보-4,유보-3,유보-2,유보-1,유보-0
GST,83450,37050,0,3452.0,21.84,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,A,A,C-,908.0,1628.0,1299.0,1682.0,1669.0,1.8381057268722467,1.0251842751842752,1.2848344880677445,0.9922711058263971,894,1024,1050,1368,1418,286,241,192,334,281,608,783,858,1033,1137,1162.51,1502.47,1693.85,2086.47,2350.42,360,388,673,774,734,2.0388888888888888,1.8917525773195876,1.0906389301634472,0.9483204134366925,1400,1418,1642,1817,1974,275,281,441,502,540,2333.48,2350.42,2523.26,2751.57,2989.12
삼천당제약,250,42600,-1150,9699.0,,KOSDAQ  코스닥 제조,FICS  제약,AAA,AAA,AAA,1474.0,1606.0,1600.0,1866.0,1669.0,1.132293080054274,1.0392278953922789,1.043125,0.8944265809217578,2051,2301,2612,2902,3171,341,364,554,670,594,1710,1938,2058,2232,2577,1055.92,1196.74,1261.69,1346.32,1556.83,415,394,396,415,426,1.0265060240963855,1.0812182741116751,1.0757575757575757,1.0265060240963855,3083,3171,3453,3455,3436,582,594,919,920,920,1510.44,1556.83,1519.29,1511.82,1477.5
삼성출판사,68290,32500,0,3250.0,6.11,KSE  코스피 서비스업,FICS  레저용품,A,A,A- ,1633.0,1766.0,1861.0,2020.0,1671.0,1.0232700551132885,0.9462061155152888,0.8979043524986566,0.8272277227722772,1765,1846,1907,2416,2924,667,680,748,1202,1187,1098,1166,1159,1215,1737,1588.63,1653.96,1637.23,1713.8,2757.04,392,416,426,417,463,1.1811224489795917,1.1129807692307692,1.0868544600938967,1.1103117505995204,2334,2924,2880,2827,2868,1098,1187,1155,1112,1081,1754.51,2757.04,2733.75,2731.17,2857.52
오리엔탈정공,14940,3620,75,1650.0,5.63,KOSDAQ  코스닥 제조,FICS  조선,BBB,BBB,,1830.0,1010.0,775.0,1301.0,1677.0,0.9163934426229509,1.6603960396039603,2.1638709677419357,1.2890084550345888,1464,1281,1330,1564,1766,1350,1164,1203,1250,1165,114,116,127,314,601,,,,44.03,170.12,386,383,338,284,250,0.6476683937823834,0.6527415143603134,0.7396449704142012,0.8802816901408451,1646,1766,1800,1729,1760,1168,1165,1176,1085,1106,109.53,170.12,179.65,188.7,192.98
SG세계물산,4060,670,7,1356.0,,KSE  코스피 유통업,FICS  섬유 및 의복,,,D,3086.0,2854.0,3202.0,2461.0,1678.0,0.5437459494491251,0.5879467414155571,0.5240474703310432,0.6818366517675741,3020,3243,3344,2877,2672,1022,1314,1375,828,710,1998,1928,1969,2049,1962,97.45,90.53,94.53,102.43,93.89,423,397,295,331,331,0.7825059101654847,0.8337531486146096,1.1220338983050848,1.0,2680,2672,2806,3298,3137,725,710,793,712,642,93.18,93.89,98.81,155.44,146.6
일진파워,94820,17250,250,2601.0,24.4,KOSDAQ  코스닥 건설,FICS  에너지 시설 및 서비스,,,A1 ,1327.0,1407.0,1576.0,1828.0,1680.0,1.2660135644310475,1.1940298507462686,1.0659898477157361,0.9190371991247265,1147,1156,1354,1483,1580,494,377,461,523,576,653,780,894,960,1004,789.24,957.27,1108.62,1196.71,1255.29,332,486,360,520,340,1.0240963855421688,0.6995884773662552,0.9444444444444444,0.6538461538461539,1430,1580,1539,1661,1621,413,576,495,599,545,1271.32,1255.29,1251.77,1308.61,1327.75
참엔지니어링,9310,1210,20,672.0,14.05,KSE  코스피 기계,FICS  디스플레이 및 관련부품,D,D,,1848.0,2763.0,2067.0,1125.0,1687.0,0.9128787878787878,0.6105682229460732,0.8161586840832123,1.4995555555555555,6870,7469,7697,7154,7506,6334,6820,6853,6363,6638,536,649,845,791,868,102.32,126.75,167.57,112.88,200.96,690,419,517,297,429,0.6217391304347826,1.0238663484486874,0.8297872340425532,1.4444444444444444,7407,7506,8375,7964,7808,6501,6638,7501,7116,6924,215.96,200.96,203.26,184.88,196.61
일진다이아,81000,31000,450,4403.0,84.5,KSE  코스피 화학,FICS  금속 및 광물,,,A- ,1084.0,1189.0,1340.0,1644.0,1687.0,1.5562730627306274,1.4188393608074013,1.258955223880597,1.0261557177615572,1465,1569,1599,2498,2477,617,589,566,648,592,848,981,1033,1850,1885,652.13,756.83,802.54,1168.25,1178.81,472,469,351,571,449,0.951271186440678,0.9573560767590619,1.2792022792022792,0.7863397548161121,2412,2477,2485,2632,6358,524,592,628,721,1020,1183.45,1178.81,1158.09,1191.72,2792.73
가비아,79940,13650,-50,1848.0,15.25,KOSDAQ  코스닥 IT S/W & SVC,FICS  인터넷 서비스,B,B,,1022.0,1162.0,1287.0,1483.0,1690.0,1.6536203522504893,1.4543889845094664,1.3131313131313131,1.1395819285232636,1258,1334,1514,1999,2600,298,335,373,650,868,960,999,1142,1350,1732,699.68,745.49,853.3,1007.26,1231,396,482,432,489,501,1.2651515151515151,1.0394190871369295,1.1597222222222223,1.0245398773006136,2448,2600,2616,2659,2758,803,868,849,823,845,1156.2,1231,1264.01,1310.75,1366.67
부광약품,3000,12900,0,9167.0,,KSE  코스피 의약품,FICS  제약,BBB,BBB,,1386.0,1507.0,1942.0,1682.0,1697.0,1.2243867243867244,1.1260783012607831,0.8738414006179197,1.0089179548156957,2376,2362,4936,3885,4010,230,249,802,620,1298,2146,2113,4134,3265,2712,1206.33,981.36,1591.88,1084.95,827.52,404,495,369,439,478,1.183168316831683,0.9656565656565657,1.2953929539295392,1.0888382687927107,4052,4010,3913,3839,3660,1183,1298,1307,1240,1051,878.36,827.52,720.95,721.05,724.52
파인테크닉스,106240,12200,250,5513.0,97.41,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,,,D,2163.0,1750.0,1297.0,1279.0,1698.0,0.7850208044382802,0.9702857142857143,1.3091750192752505,1.3275996872556686,2512,1988,1564,1419,1389,1205,1140,858,589,597,1307,848,706,830,793,519.13,258,147.89,166.38,182.12,495,415,309,650,1668,3.3696969696969696,4.019277108433735,5.398058252427185,2.566153846153846,1557,1389,1551,2421,2913,712,597,652,1407,1703,203.19,182.12,209.88,270.54,347.62
한국큐빅,21650,4180,140,683.0,6.5,KOSDAQ  코스닥 제조,FICS  자동차부품,A2 ,A2 ,A2 ,1229.0,1538.0,1643.0,1568.0,1707.0,1.38893409275834,1.1098829648894668,1.0389531345100427,1.0886479591836735,1054,1439,1408,1311,1387,662,943,862,739,714,391,496,546,572,673,694.51,582.03,569.35,601.65,725,470,463,449,412,386,0.8212765957446808,0.8336933045356372,0.8596881959910914,0.9368932038834952,1402,1387,1351,1352,1367,747,714,662,640,641,703.28,725,744.41,772.7,790.49
민앤지,214180,19850,450,2632.0,12.96,KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,A,A,,407.0,805.0,1073.0,1237.0,1709.0,4.199017199017199,2.1229813664596273,1.592730661696179,1.381568310428456,1603,2134,2329,3010,3618,439,761,795,862,1203,1164,1373,1534,2148,2415,2390.14,1289.55,1438.43,1817.29,2005.5,457,480,493,533,590,1.2910284463894968,1.2291666666666667,1.1967545638945234,1.1069418386491556,3794,3618,3658,3855,4204,1504,1203,1217,1371,1569,1903.99,2005.5,2010.3,2061.46,2139.13
성창기업지주,180,2415,-5,1685.0,33.21,KSE  코스피 서비스업,FICS  종이 및 목재,A3 ,A3 ,A3 ,1814.0,1783.0,1370.0,1510.0,1709.0,0.942116868798236,0.9584969153112731,1.2474452554744526,1.1317880794701987,6364,6541,6487,7033,7074,1327,1521,1593,1779,1745,5038,5020,4894,5254,5329,1304.93,1315.95,1289.32,1392.39,1414.27,407,478,451,528,480,1.1793611793611793,1.00418410041841,1.06430155210643,0.9090909090909091,7122,7074,7218,7259,7269,1809,1745,1826,1806,1773,1409.81,1414.27,1431.56,1448.78,1460.46
엘오티베큠,83310,16750,-50,2983.0,75.93,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,A,A,,1241.0,2007.0,1693.0,1502.0,1712.0,1.379532634971797,0.8530144494270054,1.011222681630242,1.1398135818908122,1165,1531,1755,2100,2276,341,454,521,835,656,824,1077,1233,1265,1620,1262.88,1602.12,1779,1846.82,1903.02,430,317,727,779,513,1.1930232558139535,1.6182965299684542,0.7056396148555708,0.6585365853658537,2053,2276,2396,2435,2574,658,656,640,512,604,1913.44,1903.02,2003.03,2116.36,2169.08
백광산업,1340,5250,70,2358.0,23.24,KSE  코스피 화학,FICS  화학,B,B,,1347.0,1450.0,1755.0,1684.0,1713.0,1.2717149220489978,1.1813793103448276,0.976068376068376,1.0172209026128265,2808,2800,2977,3288,3227,1603,1498,1438,1615,1455,1205,1302,1539,1673,1772,492.11,512.09,606.36,666.14,692.29,444,429,464,440,491,1.1058558558558558,1.1445221445221445,1.0581896551724137,1.115909090909091,3263,3227,3193,3351,3396,1530,1455,1408,1543,1545,685.36,692.29,698.04,708.3,727.66
대창스틸,140520,3200,35,676.0,,KOSDAQ  코스닥 제조,FICS  금속 및 광물,A,A,,3027.0,2448.0,2179.0,1976.0,1713.0,0.5659068384539148,0.6997549019607843,0.7861404313905461,0.8669028340080972,2949,3072,2565,2321,2254,1744,1779,1553,1327,1348,1205,1293,1011,994,905,1307.45,1011.86,861.77,836.97,750.49,426,516,430,804,815,1.9131455399061033,1.5794573643410852,1.8953488372093024,1.013681592039801,2277,2254,2642,2578,2603,1350,1348,1702,1570,1566,772,750.49,783.63,798.69,823.89
한창제지,9460,2035,35,1214.0,11.47,KSE  코스피 종이목재,FICS  종이 및 목재,,,CCC,1945.0,2009.0,2000.0,1814.0,1715.0,0.8817480719794345,0.8536585365853658,0.8575,0.9454244762954797,1526,1509,1547,1720,1811,939,807,776,860,864,587,702,771,859,947,96.79,135.44,162.46,188.08,217.46, ,0, , , ,,,,, ,1811, , , , ,864, , , , ,217.46, , , 
환인제약,16580,17250,0,3209.0,13.72,KSE  코스피 의약품,FICS  제약,A,A,,1414.0,1480.0,1547.0,1592.0,1717.0,1.2142857142857142,1.1601351351351352,1.10989010989011,1.0785175879396984,2434,2748,2877,3049,3296,233,318,281,304,330,2201,2431,2596,2745,2966,2269.05,2505.69,2675.8,2822.12,3052.4,433,442,452,426,450,1.0392609699769053,1.0180995475113122,0.995575221238938,1.056338028169014,3218,3296,3343,3393,3448,323,330,339,309,302,2978.34,3052.4,3092.42,3174.67,3239.11
대유에이피,290120,5920,130,677.0,11.18,KOSDAQ  코스닥 제조,FICS  자동차부품,BB ,BB ,,543.0,2066.0,1940.0,1575.0,1718.0,3.1639042357274403,0.8315585672797676,0.8855670103092783,1.0907936507936509,736,712,818,1283,1729,556,469,405,803,1229,180,243,413,480,501,349.5,506.83,659.24,757.68,818.61,461,482,429,442,411,0.8915401301518439,0.8526970954356846,0.958041958041958,0.9298642533936652,1609,1729,1737,2017,2062,1102,1229,1221,1446,1455,830.47,818.61,846.65,899.67,959.33
와이아이케이,232140,5810,-30,4767.0,24.17,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,A,A,C-,677.0,1505.0,2432.0,500.0,1719.0,2.5391432791728215,1.1421926910299003,0.7068256578947368,3.438,957,1330,1921,1966,2808,554,520,746,923,662,403,810,1175,1043,2146,706.74,1210.52,1674.85,1474.16,2454.79,393,526,675,995,864,2.198473282442748,1.6425855513307985,1.28,0.8683417085427135,3056,2808,3488,3805,4045,1049,662,1234,717,767,2306.74,2454.79,2554.36,3046.27,3231.22
정원엔시스,45510,2535,-5,817.0,109.31,KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,B+ ,B+ ,,1839.0,1590.0,1478.0,1692.0,1722.0,0.9363784665579119,1.0830188679245283,1.1650879566982408,1.0177304964539007,787,700,779,913,817,408,352,393,525,417,379,349,386,388,400,134.77,115.84,138.93,143.92,151.64,401,568,383,349,351,0.8753117206982544,0.6179577464788732,0.9164490861618799,1.005730659025788,786,817,781,773,919,400,417,383,372,520,143.24,151.64,150.36,151.65,151.25
비상교육,100220,7730,20,1005.0,,KSE  코스피 서비스업,FICS  교육,A1 ,A1 ,A1 ,1439.0,1456.0,1619.0,1994.0,1723.0,1.197359277275886,1.183379120879121,1.064237183446572,0.8640922768304915,2397,2563,2543,2862,2632,449,472,474,718,673,1948,2091,2069,2144,1959,3101.35,3319.33,3282.03,3396.11,3111.6,387,671,652,336,406,1.049095607235142,0.6050670640834576,0.6226993865030674,1.2083333333333333,2433,2632,2694,2541,2524,551,673,682,582,624,2992.94,3111.6,3192.14,3110.64,3020.01
신일전자,2700,2095,-5,1488.0,18.57,KSE  코스피 유통업,FICS  내구소비재,BB-,BB-,,1245.0,1446.0,1687.0,1459.0,1724.0,1.3847389558232932,1.1922544951590595,1.021932424422051,1.181631254283756,807,848,1023,1001,1106,311,281,356,306,353,497,567,666,695,753,39.76,62.32,90.46,98.38,117.04, ,0, , , ,,,,, ,1106, , , , ,353, , , , ,117.04, , , 
싸이맥스,160980,19500,0,2130.0,9.23,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,A,A,,732.0,1641.0,1335.0,835.0,1729.0,2.362021857923497,1.0536258379037173,1.2951310861423222,2.0706586826347304,906,1479,1373,1505,1906,352,461,304,448,609,554,1018,1069,1057,1296,2090.97,1799.97,1930.07,1962.58,2349.2,365,410,700,716,447,1.2246575342465753,1.0902439024390245,0.6385714285714286,0.6243016759776536,1761,1906,2132,2173,2165,512,609,777,735,688,2262.38,2349.2,2461.24,2617.95,2691.47
쏠리드,50890,6440,-60,3943.0,,KOSDAQ  코스닥 IT H/W,FICS  통신장비,A,A,,2398.0,2537.0,2226.0,2293.0,1729.0,0.7210175145954962,0.6815135987386677,0.7767295597484277,0.7540340165721762,3427,2809,2694,2838,2815,2654,2013,1591,1601,1697,773,796,1103,1236,1118,404.07,277.44,345.19,379.34,335.19,367,656,325,435,441,1.2016348773841963,0.6722560975609756,1.356923076923077,1.013793103448276,2849,2815,2742,3218,3279,1701,1697,1673,1752,1772,345.9,335.19,319.35,396.75,408.08
TBH글로벌,84870,2500,80,521.0,,KSE  코스피 섬유의복,FICS  섬유 및 의복,AA-,AA-,AA-,7223.0,6945.0,2088.0,2108.0,1731.0,0.23965111449536203,0.24924406047516198,0.8290229885057471,0.821157495256167,5609,5538,2662,1755,1394,3120,3249,828,679,613,2489,2289,1834,1077,781,1888.45,1316.4,1659.1,932.57,648.88, ,0, , , ,,,,, ,1394, , , , ,613, , , , ,648.88, , , 
동양철관,8970,1240,10,1474.0,20.95,KSE  코스피 철강및금속,FICS  금속 및 광물,,,BB ,1293.0,1471.0,1620.0,1634.0,1738.0,1.3441608662026296,1.1815091774303195,1.0728395061728395,1.0636474908200735,1598,1504,1636,1642,1534,792,974,846,844,659,805,530,791,798,875,88.18,21.43,33,34.28,47.2,395,425,497,314,376,0.9518987341772152,0.8847058823529412,0.7565392354124748,1.197452229299363,1675,1534,1518,1416,1577,804,659,634,559,735,46.63,47.2,48.7,44.16,41.6
경동제약,11040,11900,0,3661.0,29.39,KOSDAQ  코스닥 제조,FICS  제약,,,A2-,1586.0,1778.0,1793.0,1765.0,1738.0,1.0958385876418664,0.9775028121484814,0.9693251533742331,0.9847025495750709,2385,2514,2578,2876,2914,299,321,400,527,286,2086,2193,2178,2349,2628,1613.9,1691.82,1618.24,1728.66,1717.58,458,452,390,424,494,1.0786026200873362,1.092920353982301,1.2666666666666666,1.1650943396226414,2882,2914,2947,2940,2885,360,286,368,313,292,1724.63,1717.58,1685.79,1733.36,1718.95
디피씨,26890,14100,100,5877.0,30.03,KSE  코스피 전기전자,FICS  내구소비재,,,,1337.0,1548.0,1577.0,1645.0,1741.0,1.3021690351533284,1.1246770025839794,1.103994927076728,1.0583586626139818,1878,1900,1937,2209,2495,518,513,460,644,690,1360,1387,1476,1565,1805,590.98,604.02,646.78,689.75,799.75,468,499,454,993,658,1.4059829059829059,1.3186372745490982,1.449339207048458,0.6626384692849949,2421,2495,2471,2936,3054,650,690,657,969,961,738.58,799.75,805.59,886.94,947.46
대한방직,1070,48000,200,2544.0,94.93,KSE  코스피 섬유의복,FICS  섬유 및 의복,BB ,BB ,,2456.0,2086.0,2090.0,1563.0,1752.0,0.7133550488599348,0.8398849472674976,0.8382775119617225,1.1209213051823417,3716,3560,2675,1977,2138,1926,1876,907,717,775,1790,1683,1768,1261,1363,3280.1,3078.53,3285.31,2955.3,3137.69,442,455,530,440,543,1.2285067873303168,1.1934065934065934,1.0245283018867926,1.2340909090909091,2019,2138,2208,2308,2338,731,775,840,925,944,2994.58,3137.69,3146.55,3175.36,3196.96
금강철강,53260,5100,-20,955.0,34.0,KOSDAQ  코스닥 제조,FICS  금속 및 광물,B+ ,B+ ,,1627.0,1972.0,1950.0,1713.0,1752.0,1.0768285187461586,0.8884381338742393,0.8984615384615384,1.02276707530648,1349,1300,1334,1366,1387,260,225,244,265,279,1089,1075,1090,1101,1108,1025.39,1026.8,1062.21,1078.13,1095.48,466,510,586,574,611,1.3111587982832618,1.1980392156862745,1.0426621160409557,1.0644599303135889,1367,1387,1479,1493,1536,261,279,357,336,351,1092.9,1095.48,1109.46,1144.82,1173.58
금양,1570,4700,25,2294.0,,KSE  코스피 화학,FICS  화학,,,BB+,1687.0,1804.0,2054.0,1727.0,1762.0,1.044457617071725,0.9767184035476718,0.857838364167478,1.0202663578459756,1789,1961,2048,2242,2199,1444,1385,1253,1559,1401,345,576,795,683,798,89.42,183,278.68,220.56,266.1,418,457,504,519,537,1.284688995215311,1.175054704595186,1.0654761904761905,1.0346820809248556,2310,2199,2486,2717,3139,1475,1401,1526,1766,2122,283.05,266.1,305.08,301.22,321.63
DSR제강,69730,4820,160,694.0,13.15,KSE  코스피 철강및금속,FICS  금속 및 광물,C,C,,1725.0,1775.0,1853.0,1915.0,1762.0,1.0214492753623188,0.9926760563380281,0.9508904479222882,0.9201044386422976,1902,1961,2054,2016,2063,638,660,693,598,600,1264,1301,1361,1419,1463,1656.01,1706.34,1790.88,1870.27,1931.32, ,0, , , ,,,,, ,2063, , , , ,600, , , , ,1931.32, , , 
에코마케팅,230360,17250,350,5646.0,10.55,KOSDAQ  코스닥 기타서비스,FICS  미디어,A,A,C-,166.0,241.0,621.0,1114.0,1770.0,10.662650602409638,7.344398340248962,2.8502415458937196,1.5888689407540395,799,931,1174,1396,1950,104,210,295,302,457,695,721,879,1094,1493,8670.15,8811.77,5252.68,6485.04,4352.48,539,420,446,621,718,1.3320964749536177,1.7095238095238094,1.609865470852018,1.1561996779388084,1959,1950,2019,2431,2514,466,457,474,871,866,4376.11,4352.48,4494.24,4840.21,4966.25
하나제약,293480,19950,50,3546.0,23.81,KSE  코스피 의약품,FICS  제약,A,A,,1245.0,1393.0,1528.0,1663.0,1773.0,1.4240963855421687,1.2727925340990667,1.1603403141361257,1.0661455201443175,1146,1416,2424,2630,2766,591,603,370,427,442,555,813,2054,2203,2324,1038.74,1235.8,2466.45,2754.12,2902.89, ,0, , , ,,,,, ,2766, , , , ,442, , , , ,2902.89, , , 
나라엠앤디,51490,9530,20,1353.0,93.84,KOSDAQ  코스닥 제조,FICS  기계,BBB,BBB,,1310.0,1409.0,1418.0,1560.0,1778.0,1.3572519083969465,1.261887863733144,1.2538787023977433,1.1397435897435897,1704,1853,1915,2172,2179,926,1069,1116,1365,1367,778,784,799,807,812,971.52,984.6,1004.99,1016.06,1021.08,332,584,475,484,441,1.3283132530120483,0.7551369863013698,0.9284210526315789,0.9111570247933884,2260,2179,2304,2254,2229,1435,1367,1464,1411,1341,1039.59,1021.08,1059.32,1062.92,1094.34
신영와코루,5800,119500,-500,1076.0,36.83,KSE  코스피 섬유의복,FICS  섬유 및 의복,A,A,,1795.0,1824.0,1742.0,1781.0,1780.0,0.9916434540389972,0.9758771929824561,1.0218140068886337,0.9994385176866929,3345,3316,3452,3483,3734,342,268,320,339,563,3003,3048,3132,3144,3172,6572.62,6672.96,6860.16,6885.88,6948.08,517,351,427,538,530,1.0251450676982592,1.5099715099715099,1.2412177985948478,0.9851301115241635,3647,3734,3787,3828,3886,508,563,614,627,632,6874.59,6948.08,6952.7,7012.31,7129.5
안랩,53800,76000,3100,7611.0,40.99,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,,,,1429.0,1503.0,1598.0,1670.0,1782.0,1.2470258922323303,1.18562874251497,1.1151439299123904,1.067065868263473,2146,2236,2448,2602,2808,426,397,504,545,635,1720,1839,1944,2057,2173,3627.28,3856.31,4059.09,4276.61,4485.13,426,504,424,474,502,1.1784037558685445,0.996031746031746,1.1839622641509433,1.0590717299578059,2728,2808,3016,3154,3209,594,635,747,787,748,4411.73,4485.13,4674.17,4864.46,4990.06
모토닉,9680,10750,150,3548.0,23.87,KSE  코스피 운수장비,FICS  자동차부품,A- ,A- ,,1953.0,2115.0,1953.0,2076.0,1786.0,0.9144905273937532,0.8444444444444444,0.9144905273937532,0.8603082851637764,4331,4315,4324,4409,4424,414,358,295,330,278,3917,3957,4030,4080,4146,2364.57,2404.09,2454.66,2488.99,2536.08,436,496,470,527,459,1.0527522935779816,0.9254032258064516,0.9765957446808511,0.8709677419354839,4371,4424,4353,4431,4432,280,278,261,298,265,2502.35,2536.08,2503.34,2527.94,2548.69
영화금속,12280,1540,25,822.0,,KSE  코스피 운수장비,FICS  자동차부품,BB-,BB-,,1564.0,1805.0,2267.0,2326.0,1794.0,1.1470588235294117,0.9939058171745152,0.7913542126157918,0.7712811693895099,1378,1798,2084,2019,1976,701,1096,1388,1312,1239,676,702,696,707,737,199.34,210.1,211.7,216.57,184.62, ,0, , , ,,,,, ,1976, , , , ,1239, , , , ,184.62, , , 
고영,98460,23300,100,15997.0,174.61,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,A,A,,1718.0,2034.0,2382.0,2221.0,1795.0,1.0448195576251456,0.8824975417895772,0.753568429890848,0.8081945069788383,1951,2052,2791,3055,3026,379,439,532,618,565,1573,1613,2259,2437,2461,2360.09,2670.04,3360.11,3660.85,3692.09,411,489,588,672,619,1.5060827250608273,1.2658486707566463,1.0527210884353742,0.9211309523809523,2959,3026,3234,3288,3592,465,565,734,680,852,3741.31,3692.09,3748.81,3906.02,4098.88
청담러닝,96240,33200,300,2498.0,37.63,KOSDAQ  코스닥 기타서비스,FICS  교육,,,,1386.0,1474.0,1527.0,1750.0,1800.0,1.2987012987012987,1.2211668928086838,1.1787819253438114,1.0285714285714285,1490,1456,1663,1934,2096,728,619,771,1059,1063,762,837,892,875,1033,1923.04,1966.21,1961.4,1949.96,1996.27,457,461,526,525,526,1.1509846827133479,1.140997830802603,1.0,1.0019047619047619,2066,2096,2194,2191,2228,1049,1063,1138,1070,1134,2051.72,1996.27,2053.04,2185.9,2177.67
